VALUE	  SIN	 	  COS
=================================
0	0.000000	1.000000
1	0.017444	0.999848
2	0.034882	0.999391
3	0.052309	0.998631
4	0.069721	0.997567
5	0.087112	0.996199
6	0.104476	0.994527
7	0.121808	0.992554
8	0.139103	0.990278
9	0.156356	0.987701
10	0.173561	0.984823
11	0.190713	0.981646
12	0.207808	0.978170
13	0.224839	0.974396
14	0.241802	0.970326
15	0.258691	0.965960
16	0.275501	0.961301
17	0.292228	0.956349
18	0.308866	0.951106
19	0.325409	0.945573
20	0.341854	0.939753
21	0.358194	0.933647
22	0.374426	0.927257
23	0.390544	0.920584
24	0.406543	0.913632
25	0.422418	0.906401
26	0.438164	0.898895
27	0.453778	0.891115
28	0.469253	0.883064
29	0.484585	0.874744
30	0.499770	0.866158
31	0.514803	0.857309
32	0.529679	0.848198
33	0.544394	0.838830
34	0.558943	0.829206
35	0.573323	0.819330
36	0.587528	0.809204
37	0.601554	0.798832
38	0.615396	0.788218
39	0.629052	0.777363
40	0.642516	0.766272
41	0.655785	0.754948
42	0.668854	0.743393
43	0.681720	0.731613
44	0.694378	0.719610
45	0.706825	0.707388
46	0.719057	0.694951
47	0.731070	0.682302
48	0.742861	0.669446
49	0.754425	0.656386
50	0.765760	0.643126
51	0.776862	0.629671
52	0.787727	0.616024
53	0.798353	0.602189
54	0.808736	0.588172
55	0.818873	0.573975
56	0.828760	0.559604
57	0.838396	0.545062
58	0.847776	0.530354
59	0.856898	0.515485
60	0.865760	0.500460
61	0.874358	0.485282
62	0.882690	0.469956
63	0.890753	0.454487
64	0.898546	0.438880
65	0.906065	0.423139
66	0.913308	0.407270
67	0.920273	0.391277
68	0.926958	0.375164
69	0.933361	0.358938
70	0.939481	0.342602
71	0.945314	0.326162
72	0.950859	0.309623
73	0.956116	0.292989
74	0.961081	0.276267
75	0.965754	0.259460
76	0.970133	0.242574
77	0.974217	0.225615
78	0.978004	0.208587
79	0.981494	0.191495
80	0.984685	0.174345
81	0.987576	0.157142
82	0.990167	0.139892
83	0.992456	0.122598
84	0.994444	0.105268
85	0.996129	0.087905
86	0.997511	0.070516
87	0.998589	0.053105
88	0.999363	0.035678
89	0.999834	0.018240
90	1.000000	0.000796
91	0.999861	-0.016647
92	0.999419	-0.034086
93	0.998672	-0.051514
94	0.997622	-0.068927
95	0.996268	-0.086318
96	0.994610	-0.103684
97	0.992650	-0.121017
98	0.990388	-0.138314
99	0.987825	-0.155569
100	0.984961	-0.172777
101	0.981797	-0.189932
102	0.978335	-0.207029
103	0.974575	-0.224063
104	0.970518	-0.241029
105	0.966166	-0.257922
106	0.961520	-0.274736
107	0.956581	-0.291466
108	0.951351	-0.308108
109	0.945832	-0.324656
110	0.940025	-0.341105
111	0.933932	-0.357451
112	0.927555	-0.373688
113	0.920895	-0.389811
114	0.913955	-0.405815
115	0.906737	-0.421696
116	0.899244	-0.437448
117	0.891476	-0.453068
118	0.883437	-0.468549
119	0.875130	-0.483888
120	0.866556	-0.499080
121	0.857718	-0.514120
122	0.848620	-0.529004
123	0.839263	-0.543726
124	0.829651	-0.558283
125	0.819786	-0.572670
126	0.809672	-0.586883
127	0.799311	-0.600917
128	0.788708	-0.614769
129	0.777864	-0.628433
130	0.766783	-0.641906
131	0.755470	-0.655184
132	0.743926	-0.668262
133	0.732156	-0.681137
134	0.720163	-0.693805
135	0.707951	-0.706262
136	0.695523	-0.718503
137	0.682884	-0.730526
138	0.670038	-0.742327
139	0.656987	-0.753902
140	0.643736	-0.765248
141	0.630289	-0.776360
142	0.616651	-0.787237
143	0.602825	-0.797873
144	0.588816	-0.808267
145	0.574627	-0.818415
146	0.560263	-0.828315
147	0.545729	-0.837961
148	0.531029	-0.847353
149	0.516168	-0.856488
150	0.501149	-0.865361
151	0.485978	-0.873971
152	0.470659	-0.882315
153	0.455196	-0.890391
154	0.439595	-0.898196
155	0.423861	-0.905727
156	0.407997	-0.912983
157	0.392009	-0.919961
158	0.375902	-0.926659
159	0.359681	-0.933075
160	0.343350	-0.939207
161	0.326915	-0.945054
162	0.310380	-0.950613
163	0.293751	-0.955882
164	0.277032	-0.960861
165	0.260229	-0.965547
166	0.243347	-0.969939
167	0.226391	-0.974037
168	0.209365	-0.977837
169	0.192277	-0.981341
170	0.175129	-0.984545
171	0.157929	-0.987451
172	0.140680	-0.990055
173	0.123389	-0.992358
174	0.106059	-0.994360
175	0.088698	-0.996059
176	0.071310	-0.997454
177	0.053900	-0.998546
178	0.036473	-0.999335
179	0.019036	-0.999819
180	0.001593	-0.999999
181	-0.015851	-0.999874
182	-0.033290	-0.999446
183	-0.050719	-0.998713
184	-0.068132	-0.997676
185	-0.085525	-0.996336
186	-0.102892	-0.994693
187	-0.120227	-0.992746
188	-0.137526	-0.990498
189	-0.154783	-0.987949
190	-0.171992	-0.985098
191	-0.189150	-0.981948
192	-0.206250	-0.978499
193	-0.223287	-0.974753
194	-0.240256	-0.970710
195	-0.257152	-0.966371
196	-0.273970	-0.961738
197	-0.290704	-0.956813
198	-0.307350	-0.951596
199	-0.323903	-0.946090
200	-0.340357	-0.940296
201	-0.356707	-0.934216
202	-0.372949	-0.927852
203	-0.389077	-0.921205
204	-0.405087	-0.914278
205	-0.420974	-0.907073
206	-0.436732	-0.899592
207	-0.452358	-0.891837
208	-0.467846	-0.883810
209	-0.483191	-0.875515
210	-0.498390	-0.866953
211	-0.513437	-0.858127
212	-0.528328	-0.849041
213	-0.543057	-0.839696
214	-0.557622	-0.830095
215	-0.572017	-0.820242
216	-0.586238	-0.810139
217	-0.600281	-0.799790
218	-0.614140	-0.789197
219	-0.627813	-0.778364
220	-0.641295	-0.767294
221	-0.654582	-0.755991
222	-0.667670	-0.744458
223	-0.680554	-0.732698
224	-0.693231	-0.720715
225	-0.705698	-0.708513
226	-0.717949	-0.696095
227	-0.729982	-0.683466
228	-0.741793	-0.670628
229	-0.753379	-0.657587
230	-0.764735	-0.644345
231	-0.775858	-0.630907
232	-0.786745	-0.617278
233	-0.797393	-0.603460
234	-0.807798	-0.589459
235	-0.817958	-0.575278
236	-0.827868	-0.560923
237	-0.837527	-0.546397
238	-0.846930	-0.531704
239	-0.856076	-0.516850
240	-0.864962	-0.501838
241	-0.873584	-0.486674
242	-0.881940	-0.471361
243	-0.890028	-0.455905
244	-0.897846	-0.440311
245	-0.905390	-0.424582
246	-0.912658	-0.408724
247	-0.919649	-0.392742
248	-0.926360	-0.376640
249	-0.932789	-0.360424
250	-0.938934	-0.344098
251	-0.944793	-0.327667
252	-0.950365	-0.311137
253	-0.955648	-0.294512
254	-0.960640	-0.277797
255	-0.965339	-0.260998
256	-0.969745	-0.244119
257	-0.973856	-0.227166
258	-0.977670	-0.210144
259	-0.981187	-0.193058
260	-0.984406	-0.175913
261	-0.987324	-0.158715
262	-0.989943	-0.141468
263	-0.992260	-0.124179
264	-0.994275	-0.106851
265	-0.995988	-0.089491
266	-0.997397	-0.072104
267	-0.998503	-0.054695
268	-0.999305	-0.037269
269	-0.999803	-0.019832
270	-0.999997	-0.002389
271	-0.999887	0.015055
272	-0.999472	0.032494
273	-0.998753	0.049924
274	-0.997730	0.067338
275	-0.996404	0.084732
276	-0.994774	0.102099
277	-0.992842	0.119436
278	-0.990607	0.136737
279	-0.988072	0.153996
280	-0.985235	0.171208
281	-0.982099	0.188368
282	-0.978663	0.205470
283	-0.974930	0.222511
284	-0.970901	0.239483
285	-0.966575	0.256382
286	-0.961956	0.273204
287	-0.957044	0.289942
288	-0.951841	0.306592
289	-0.946348	0.323149
290	-0.940567	0.339608
291	-0.934500	0.355963
292	-0.928149	0.372210
293	-0.921515	0.388343
294	-0.914600	0.404359
295	-0.907408	0.420251
296	-0.899939	0.436016
297	-0.892196	0.451647
298	-0.884182	0.467142
299	-0.875899	0.482494
300	-0.867350	0.497699
301	-0.858536	0.512753
302	-0.849461	0.527651
303	-0.840128	0.542389
304	-0.830539	0.556961
305	-0.820697	0.571364
306	-0.810605	0.585593
307	-0.800267	0.599643
308	-0.789686	0.613512
309	-0.778864	0.627193
310	-0.767805	0.640684
311	-0.756512	0.653980
312	-0.744989	0.667077
313	-0.733240	0.679970
314	-0.721267	0.692657
315	-0.709075	0.705133
316	-0.696667	0.717395
317	-0.684047	0.729438
318	-0.671219	0.741259
319	-0.658187	0.752855
320	-0.644954	0.764221
321	-0.631525	0.775355
322	-0.617904	0.786253
323	-0.604095	0.796912
324	-0.590102	0.807329
325	-0.575930	0.817499
326	-0.561582	0.827421
327	-0.547063	0.837091
328	-0.532378	0.846507
329	-0.517531	0.855664
330	-0.502527	0.864562
331	-0.487369	0.873196
332	-0.472063	0.881565
333	-0.456614	0.889665
334	-0.441025	0.897495
335	-0.425303	0.905051
336	-0.409451	0.912332
337	-0.393474	0.919336
338	-0.377378	0.926059
339	-0.361167	0.932501
340	-0.344846	0.938659
341	-0.328419	0.944532
342	-0.311894	0.950117
343	-0.295273	0.955413
344	-0.278562	0.960418
345	-0.261766	0.965131
346	-0.244891	0.969551
347	-0.227942	0.973675
348	-0.210923	0.977503
349	-0.193839	0.981033
350	-0.176697	0.984265
351	-0.159501	0.987198
352	-0.142257	0.989830
353	-0.124969	0.992161
354	-0.107643	0.994190
355	-0.090284	0.995916
356	-0.072898	0.997339
357	-0.055490	0.998459
358	-0.038065	0.999275
359	-0.020628	0.999787
360	-0.003185	0.999995
